InstText,Show,VideoClip,VictimImg,AccusedImg,VictimName,AccusedName,Background,QuestionText,LowAnchor,HighAnchor,Instructions.thisRepN,Instructions.thisTrialN,Instructions.thisN,Instructions.thisIndex,VidTrials.thisRepN,VidTrials.thisTrialN,VidTrials.thisN,VidTrials.thisIndex,Questions.thisRepN,Questions.thisTrialN,Questions.thisN,Questions.thisIndex,Space1.rt,Space2.rt,RoleText,Show,Total Certainty Ratings,Certainty Status,slider.response,RoleManip Check Answer,slider.rt,enter.rt,QuestionScale.response,QuestionScale.rt,EnterEnd.rt,Participant,date,expName,psychopyVersion,frameRate,
,The Outsider,TheOutsider_1_1.mp4,FrankPeterson.PNG,TerryMaitland.PNG,Frank Peterson,Terry Maitland,The body of a murdered young boy was found. Multiple witnesses have pointed to a little league coach as having been seen with the boy when he was alive. ,How easy was the previous video to understand?,Not at all easy to understand,Very easy to understand,,,,,0,1,1,5,0,0,0,0,,,,The Outsider,,,,,,,2.0,0.9967583999969065,518.8956821998581,13,2021_Apr_07_0810,Certainty Task-Joy,2021.1.2,59.887447496818794,
,The Outsider,TheOutsider_1_1.mp4,FrankPeterson.PNG,TerryMaitland.PNG,Frank Peterson,Terry Maitland,The body of a murdered young boy was found. Multiple witnesses have pointed to a little league coach as having been seen with the boy when he was alive. ,How engaged were you while watching the previous video?,Not engaged at all,Completely engaged,,,,,0,1,1,5,0,1,1,1,,,,The Outsider,,,,,,,4.0,0.41711540007963777,519.5119730997831,13,2021_Apr_07_0810,Certainty Task-Joy,2021.1.2,59.887447496818794,
,The Outsider,TheOutsider_1_1.mp4,FrankPeterson.PNG,TerryMaitland.PNG,Frank Peterson,Terry Maitland,The body of a murdered young boy was found. Multiple witnesses have pointed to a little league coach as having been seen with the boy when he was alive. ,To what extent were your judgments of certainty based on the identity of the accused?,Not at all,Completely,,,,,0,1,1,5,0,2,2,2,,,,The Outsider,,,,,,,6.0,0.3987484001554549,520.1038905000314,13,2021_Apr_07_0810,Certainty Task-Joy,2021.1.2,59.887447496818794,
,The Outsider,TheOutsider_1_1.mp4,FrankPeterson.PNG,TerryMaitland.PNG,Frank Peterson,Terry Maitland,The body of a murdered young boy was found. Multiple witnesses have pointed to a little league coach as having been seen with the boy when he was alive. ,To what extent were your judgments of certainty based on information that was communicated or shown in the video?,Not at all,Completely,,,,,0,1,1,5,0,3,3,3,,,,The Outsider,,,,,,,3.0,0.6559494999237359,521.0084066996351,13,2021_Apr_07_0810,Certainty Task-Joy,2021.1.2,59.887447496818794,
,The Outsider,TheOutsider_1_1.mp4,FrankPeterson.PNG,TerryMaitland.PNG,Frank Peterson,Terry Maitland,The body of a murdered young boy was found. Multiple witnesses have pointed to a little league coach as having been seen with the boy when he was alive. ,"To what extent were your judgments of certainty based on background context such as music, sound effects, etc.?",Not at all,Completely,,,,,0,1,1,5,0,4,4,4,,,,The Outsider,,,,,,,2.0,0.3464509001933038,521.6318020997569,13,2021_Apr_07_0810,Certainty Task-Joy,2021.1.2,59.887447496818794,
,The Outsider,TheOutsider_1_1.mp4,FrankPeterson.PNG,TerryMaitland.PNG,Frank Peterson,Terry Maitland,The body of a murdered young boy was found. Multiple witnesses have pointed to a little league coach as having been seen with the boy when he was alive. ,How easy was it to adopt your role?,Not at all easy,Very easy,,,,,0,1,1,5,0,5,5,5,,,,The Outsider,,,,,,,3.0,0.3332966002635658,522.2079684999771,13,2021_Apr_07_0810,Certainty Task-Joy,2021.1.2,59.887447496818794,
,The Outsider,TheOutsider_1_1.mp4,FrankPeterson.PNG,TerryMaitland.PNG,Frank Peterson,Terry Maitland,The body of a murdered young boy was found. Multiple witnesses have pointed to a little league coach as having been seen with the boy when he was alive. ,How easy was it to stay in your role while watching the video?,Not at all easy,Very easy,,,,,0,1,1,5,0,6,6,6,,,,The Outsider,,,,,,,5.0,0.3672202001325786,522.8477893997915,13,2021_Apr_07_0810,Certainty Task-Joy,2021.1.2,59.887447496818794,
,The Outsider,TheOutsider_1_1.mp4,FrankPeterson.PNG,TerryMaitland.PNG,Frank Peterson,Terry Maitland,The body of a murdered young boy was found. Multiple witnesses have pointed to a little league coach as having been seen with the boy when he was alive. ,To what extent do you think your role influenced your judgments?,Did not influence at all,Influenced very much,,,,,0,1,1,5,0,7,7,7,,,,The Outsider,,,,,,,6.0,0.3501079003326595,523.4398084999993,13,2021_Apr_07_0810,Certainty Task-Joy,2021.1.2,59.887447496818794,
,The Outsider,TheOutsider_1_1.mp4,FrankPeterson.PNG,TerryMaitland.PNG,Frank Peterson,Terry Maitland,The body of a murdered young boy was found. Multiple witnesses have pointed to a little league coach as having been seen with the boy when he was alive. ,How complex do you think the case portrayed in the video is?,Not complex at all,Extremely complex,,,,,0,1,1,5,0,8,8,8,,,,The Outsider,,,,,,,6.0,0.41528719989582896,524.1277989996597,13,2021_Apr_07_0810,Certainty Task-Joy,2021.1.2,59.887447496818794,
,The Outsider,TheOutsider_1_1.mp4,FrankPeterson.PNG,TerryMaitland.PNG,Frank Peterson,Terry Maitland,The body of a murdered young boy was found. Multiple witnesses have pointed to a little league coach as having been seen with the boy when he was alive. ,How curious are you about what actually happened with this case?,Not curious at all,Extremely curious,,,,,0,1,1,5,0,9,9,9,,,,The Outsider,,,,,,,5.0,0.500332800205797,524.8798213996924,13,2021_Apr_07_0810,Certainty Task-Joy,2021.1.2,59.887447496818794,
,The Outsider,TheOutsider_1_1.mp4,FrankPeterson.PNG,TerryMaitland.PNG,Frank Peterson,Terry Maitland,The body of a murdered young boy was found. Multiple witnesses have pointed to a little league coach as having been seen with the boy when he was alive. ,Please rate how emotionally intense you felt while watching the video:,Not intense at all,Extremely intense,,,,,0,1,1,5,0,10,10,10,,,,The Outsider,,,,,,,4.0,0.38261460000649095,525.6798319998197,13,2021_Apr_07_0810,Certainty Task-Joy,2021.1.2,59.887447496818794,
,The Outsider,TheOutsider_1_1.mp4,FrankPeterson.PNG,TerryMaitland.PNG,Frank Peterson,Terry Maitland,The body of a murdered young boy was found. Multiple witnesses have pointed to a little league coach as having been seen with the boy when he was alive. ,Please rate how emotionally intense you thought the video was in general:,Not intense at all,Extremely intense,,,,,0,1,1,5,0,11,11,11,,,,The Outsider,,,,,,,2.0,0.8331276001408696,526.7196980998851,13,2021_Apr_07_0810,Certainty Task-Joy,2021.1.2,59.887447496818794,
,The Outsider,TheOutsider_1_1.mp4,FrankPeterson.PNG,TerryMaitland.PNG,Frank Peterson,Terry Maitland,The body of a murdered young boy was found. Multiple witnesses have pointed to a little league coach as having been seen with the boy when he was alive. ,,,,,,,,0,1,1,5,,,,,,,,The Outsider,,,,,,,,,,13,2021_Apr_07_0810,Certainty Task-Joy,2021.1.2,59.887447496818794,
